gene,wt_cross_sex_ll,ko_cross_sex_ll,is_wt_cycler
Camk2g,-260.077780887691,-257.05368403046873,False
Camk2n1,-265.2280723910441,-263.21899922874155,False
Camkk2,-250.1642793632145,-246.03837109782438,False
Caml,-241.15264791705027,-251.65131616734897,False
Camsap1,-288.67279601157185,-255.7365167088737,False
Camta1,-258.25859583550937,-244.37027035883077,False
Cand1,-238.91822667844227,-255.63590881330873,False
Canx,-257.846137905678,-244.9851700309369,False
Cap1,-279.13744260445065,-258.13278573205776,False
Cap2,-260.7923078280042,-272.3240090346202,False
Capn2,-254.7489344784118,-254.47750421079834,False
Capns1,-255.5768748510047,-258.43928898781667,False
Caprin1,-253.7072281269809,-258.6312011067198,False
Capza1,-264.89030879642473,-277.73174763697403,False
Capza2,-267.6111562366003,-254.26266726552433,False
Capzb,-264.0812944799186,-257.14451880503236,True
Card19,-256.7513751883641,-249.28216126194604,False
Carmn,-354.0799382893725,-272.5358162219634,False
Carnmt1,-265.88475485630175,-257.3443483951603,False
Casc4,-242.95153668779105,-261.4241686855063,False
Casd1,-280.0795051983074,-276.6289355605686,False
Casp12,-258.08672459712886,-260.7682923250124,False
Casq1,-518.7342660989808,-561.6415490647762,False
Cast,-244.5132954372418,-254.07707484909994,False
Cat,-260.4598371959054,-263.616115714191,False
Cav1,-275.2114155318472,-267.0495556483594,False
Cav2,-295.1514753560854,-289.25648889674017,True
Cav3,-261.00552067477827,-258.315814913562,False
Cavin1,-278.2018348814154,-272.3545686667853,False
Cavin2,-270.9412472778885,-278.67924157548714,False
Cavin3,-250.21073884853018,-256.7899385795549,False
Cbl,-305.4765599940471,-271.97199922390195,False
Cbr2,-261.8343312923428,-280.0542876049301,False
Cbx1,-255.73084018750686,-250.70661294986155,False
Cbx3,-279.14742610951225,-257.5396626924365,False
Cbx5,-266.7413027451275,-255.97868335771676,False
Cbx6,-293.08512691871726,-369.4466405128311,False
Cby1,-254.6923957120128,-261.48073513582216,False
Ccar1,-278.1380000159594,-253.12443617171272,False
Ccdc107,-270.95900422780767,-241.8568715332873,True
Ccdc12,-249.58500781948226,-248.03040037748346,False
Ccdc124,-289.75640663706446,-273.26618602446223,False
Ccdc127,-267.2644426803826,-277.75052529032405,False
Ccdc141,-258.4966291103763,-250.69447536695742,False
Ccdc174,-256.2268038808869,-252.2628021095931,False
Ccdc186,-267.9759187424913,-251.96457097414975,False
Ccdc25,-246.25329505130972,-249.29854676951317,False
Ccdc3,-297.66870230908916,-303.17708632031605,False
Ccdc32,-257.0232578271707,-261.93292833243436,False
Ccdc34,-276.3166594548411,-263.809888122577,False
Ccdc42,-264.9518454646914,-335.39699651569646,True
Ccdc47,-254.3941728631218,-265.5591595060498,False
Ccdc50,-252.67861370506495,-253.89896005140054,False
Ccdc59,-254.83177429795944,-281.59949621060684,False
Ccdc6,-265.4362497422651,-266.8724154762386,False
Ccdc68,-248.32409762220647,-275.64092369250056,False
Ccdc80,-257.10448024870226,-248.52852710300073,True
Ccdc82,-274.30501040371684,-240.9814562204726,False
Ccdc85b,-268.62837247698434,-240.560181924861,True
Ccdc88a,-299.57732369520403,-283.7025150107894,False
Ccdc90b,-291.75534398147016,-273.9987314578662,False
Ccdc9b,-285.86183526264693,-293.55727732782844,False
Ccl27a,-259.87093965319326,-251.66940328203765,False
Ccn1,-425.04449459095065,-478.83964041246054,True
Ccn2,-390.31674134122807,-298.34970822935855,True
Ccn3,-258.62890225997376,-297.14168741469643,False
Ccn5,-515.254356698335,-374.3264085621339,True
Ccnd2,-302.78207886384877,-280.30564820544754,False
Ccnd3,-263.14846136804397,-259.59529863471323,False
Ccndbp1,-252.36872441572604,-264.63962709767395,False
Ccng1,-266.5881304905297,-291.1321203544537,False
Ccnh,-260.5393674323959,-258.1672964117795,False
Ccni,-255.77920251328248,-259.01411953175335,False
Ccnl1,-273.3573770286233,-263.9940086255563,False
Ccnl2,-256.7130016988997,-266.42251940269057,False
Ccnt1,-277.0144524913899,-251.11035008896272,False
Ccny,-266.5814574035178,-244.42192384179017,False
Ccpg1,-259.29904381075704,-264.22706424022806,False
Ccs,-272.9083737403518,-255.95262183980844,False
Ccser2,-245.5646732111892,-244.51223163178662,False
Cct2,-250.22375854616004,-264.18792629461143,False
Cct3,-253.48641266580034,-258.77181067291485,False
Cct4,-257.7376735168004,-241.83000468991744,False
Cct5,-262.3348921913016,-262.5063154717606,False
Cct6a,-253.5145176248398,-269.36817308766547,False
Cct7,-241.91588347057083,-273.15346528065254,False
Cct8,-243.70435836958666,-268.16591550259835,False
Ccz1,-265.1069611564894,-248.88689038623204,False
Cd151,-257.17356499492536,-267.0598117558426,False
Cd164,-258.58049201044935,-259.612592126769,False
Cd200,-281.14284405862395,-305.98185809184616,False
Cd2ap,-260.22231438342635,-255.62807222775675,False
Cd302,-284.2041882133929,-276.9547596677232,False
Cd47,-260.1028072919693,-246.24584241879973,False
Cd59a,-253.01891325331798,-278.2644052011782,False
Cd63,-260.51042430982045,-254.78411940833507,False
Cd81,-275.28120425102554,-267.0909609012052,False
Cd9,-319.96572052597287,-250.26027456168953,True
Cd99l2,-269.8450091271159,-273.049745106543,False
Cdadc1,-259.9545075308364,-281.5014576077457,False
Cdc123,-267.69657292661606,-262.56107360525795,False
Cdc16,-241.75108281661326,-239.60553134123228,False
Cdc26,-269.2673209942641,-265.5751803557577,False
Cdc37,-239.80899150723403,-254.93311223452838,False
Cdc37l1,-258.03812496461865,-237.9521892736995,False
Cdc40,-257.2224396836218,-237.29138726817087,False
Cdc42,-247.72250982504295,-243.68464983773646,False
Cdc42bpa,-312.79773756443495,-304.8188837799434,False
Cdc42bpb,-284.8136300580537,-261.63229218875534,False
Cdc42ep3,-336.0106547480455,-252.81738538991317,True
Cdc42ep5,-258.3811079310592,-243.6219352099264,False
Cdc42se1,-299.1696705414203,-250.3089741120336,False
Cdc5l,-252.01437620136016,-265.001992053498,False
Cdc73,-251.84700101985834,-249.47291630951887,False
Cdh13,-262.15389265710803,-276.5082140985003,False
Cdh6,-268.82119966491194,-257.9382770810874,False
Cdipt,-254.93765295281938,-266.8885060099371,False
Cdk11b,-253.05057705802486,-246.29800474530742,False
Cdk12,-278.0803331896368,-262.06588156177395,False
Cdk13,-286.65437773096096,-275.73235567599914,False
Cdk2ap2,-261.41469805058415,-262.6717920530177,False
Cdk4,-271.72375406847027,-245.5030111419435,False
Cdk5rap3,-275.4256566330586,-264.44066466960226,False
Cdk9,-254.84537948192565,-250.44609780913714,False
Cdkl5,-340.48573933825605,-299.42863378664475,True
Cdkn1a,-300.6689549203326,-400.649190200445,True
Cdkn1b,-266.1165146842364,-280.6897301464695,False
Cdkn1c,-252.02215904509194,-269.7761015995565,False
Cdkn2aip,-257.7482050684059,-259.16842902186363,False
Cdkn2d,-296.93618992499574,-254.64600112414809,False
Cdo1,-380.15657661222247,-455.4465658994636,True
Cdpf1,-273.44893005752414,-265.53814130036506,False
Cdr2,-301.30934716312873,-262.70630430314554,False
Cds2,-285.8520685172104,-267.9294525551183,False
Cdv3,-254.61950948201917,-245.92476122665204,False
Cebpb,-403.6894069860127,-303.3179433766924,True
Cebpd,-342.80313174471775,-308.97365201907485,True
Cebpg,-284.44075000308175,-269.20877926833674,False
Cebpz,-271.22528746808086,-257.48570161710956,False
Celf1,-273.53507582949544,-260.42783580794537,False
Celf2,-283.2488370651584,-257.4681702896905,False
Cenpb,-293.6703813864491,-277.49667365185667,False
Cenpx,-290.6793587304638,-270.6483426875027,False
Cep350,-265.02042333379393,-261.6859883272187,False
Cercam,-269.81833966597594,-254.45111690532133,False
Cers2,-242.93476914269687,-237.97067801576412,False
Cers4,-257.62970195104094,-285.0863013969955,False
Cers5,-263.4823203166814,-260.54586348531456,False
Cetn2,-276.08189520211147,-258.3693209275125,False
Cetn3,-278.83729842268923,-249.4651866878157,False
Cfap20,-259.8719582003409,-250.46411525385892,False
Cfap36,-251.81473041092036,-253.3262006667341,False
Cfdp1,-251.47640952470857,-248.85584577842053,False
Cfh,-297.7936115526805,-277.09743386171886,False
Cfl1,-263.0623178519708,-273.35162843855346,False
Cfl2,-266.98869903247106,-276.7101079323501,False
Cflar,-265.2190870303748,-283.36396780242694,False
Cggbp1,-272.29668917617437,-272.3189751718282,False
Cgrrf1,-246.34232028316336,-264.7696330724626,False
Chchd1,-283.13849013147535,-266.0827643057994,False
Chchd2,-274.35230175345987,-255.5605882626204,False
Chchd3,-262.1846200330247,-246.79655691083025,False
Chchd7,-249.36525696710038,-254.7711732234218,False
Chd1,-268.8234035975437,-256.3319323159345,False
Chd2,-251.5729060594685,-246.7580026309319,False
Chd3,-290.22631583472753,-270.67110001887124,False
Chd4,-328.9769922145325,-280.7919028318931,False
Chd6,-272.06470582662473,-258.30023677021063,False
Chd8,-282.8233253487546,-249.1069008014208,False
Chd9,-260.04001972454193,-273.3986301163131,False
Chic2,-263.9381437175199,-268.0079825184835,False
Chka,-261.5542538659962,-294.4492054861207,False
Chmp1a,-255.76958593363247,-245.45770344994403,False
Chmp2a,-249.33481692242867,-236.55407569230698,False
Chmp2b,-276.9199356296057,-259.503988294882,False
Chmp3,-260.1326391788124,-251.95355468077838,False
Chmp4b,-253.24845809257894,-251.727048843135,False
Chmp4c,-254.13597737924272,-251.22288804526318,False
Chmp5,-269.6271538129081,-268.9476481099257,False
Chordc1,-263.60570579227135,-266.2033725669743,False
Chp1,-237.75386428148934,-252.7785760309677,False
Chpf,-246.84934260313787,-323.4670291983578,False
Chpt1,-251.73538151281312,-259.916485725175,False
Chrac1,-265.59599645232316,-271.5365265751679,False
Chst12,-262.8812777546817,-251.11600348638635,False
Chsy1,-333.75896785553823,-282.5327143254764,False
Chtop,-275.1510190708467,-260.3880236599099,False
Churc1,-273.5888390907758,-247.38832707291863,False
Ciao1,-253.57329771879537,-252.68449090212115,False
Ciao2b,-271.7705143704006,-289.90189592055685,False
Cib1,-257.3258337194367,-273.7370328607065,False
Cir1,-260.4107617993797,-252.3091768693993,False
Cirbp,-339.8349627470599,-257.76918840135005,True
Cisd1,-271.1839208307029,-257.0352176561068,False
Cisd2,-260.6226633372312,-257.5350149912999,False
Cited2,-319.75924621164376,-288.67562419599227,True
Ckap4,-254.8030598015653,-239.28760817580567,False
Ckap5,-246.68348771108975,-261.0814563723668,False
Ckb,-325.11894035642655,-264.16186675391964,True
Clasp1,-271.4468614311817,-250.43951489853362,False
Clasp2,-264.40102404179805,-257.6185436506589,False
Clcc1,-248.96958934383267,-262.86979426081285,False
Clcn4,-261.84028601584697,-256.59946474323675,False
Cldnd1,-253.96921915294024,-264.2566047336686,False
Clic1,-249.68075497895762,-267.10372909818705,False
Clic4,-279.53853747321045,-268.79791707604295,False
Clint1,-257.12163192743657,-248.75545082558983,False
Clip1,-292.7593224860592,-273.8847132217302,False
Clip3,-285.0851369090652,-358.28934371635245,False
Clk1,-261.1621362492584,-278.4197594951712,False
Clk4,-249.23229479768287,-259.3361672226735,False
Clmp,-294.93354915084706,-356.7556661272807,False
Clns1a,-257.3073589252437,-252.21628347841212,False
Clock,-276.5083430967325,-219.5779880874476,True
Clpp,-243.54422262670863,-272.8116039481825,False
Clptm1,-256.9592436904644,-286.4985218952358,False
Clptm1l,-262.3063583530178,-253.21518098422337,False
Clpx,-255.32131623709353,-267.88400064283576,False
Clstn1,-290.6782827625366,-349.0336050937552,False
Clta,-275.4837514692622,-277.7886684948055,False
Cltb,-256.80642414003273,-246.51060465150942,False
Cltc,-299.2536406185021,-263.89677674889083,True
Clu,-260.977341274179,-274.49948505272005,False
Clybl,-323.30250718141906,-281.45448464958895,False
Cmas,-270.00786939973784,-264.291573070956,False
Cmpk1,-249.25452239340717,-251.18578814699114,False
Cmtm7,-255.56143548954188,-272.2884689132128,False
Cnbp,-290.2685002975492,-258.29985124498876,True
Cnep1r1,-256.5409753132009,-238.03975418881802,False
Cnih1,-242.58817243122894,-243.90924453053572,False
Cnih4,-259.5489199895502,-256.4474565202863,False
Cnn1,-309.1695175118518,-264.761941275357,True
Cnn2,-259.9540499427949,-259.09732340906066,False
Cnn3,-324.0209162824712,-273.98630895067174,True
Cnot1,-289.77561759144464,-257.520533258216,False
Cnot10,-254.79923490485172,-257.0749667287201,False
Cnot2,-260.9875233385336,-240.8493444254825,False
Cnot3,-327.4115575573595,-253.04060489428525,False
Cnot4,-262.37813204773977,-269.06697813106484,False
Cnot6,-268.8169118054987,-236.82145400546818,False
Cnot6l,-245.65526420328774,-248.29887786164747,False
Cnot7,-254.3036057764292,-262.5986891566266,False
Cnot8,-268.3256673309233,-274.59865464509085,False
Cnpy2,-256.4096637213458,-276.0126875763268,False
Cnpy3,-257.4844631691715,-247.8406219860019,False
Cntln,-271.7251400626753,-274.6443971628478,False
Coa3,-245.1998699715304,-264.28055000851947,False
Coa6,-271.07936505654175,-237.70108563779138,False
Cobll1,-246.1754516547572,-277.79307259346405,False
Col14a1,-258.2604596348421,-277.18188947266947,False
Col15a1,-301.0837473550562,-304.4645809091626,True
Col18a1,-353.6565776867527,-357.57289367191305,False
Col1a1,-349.9644051926166,-342.18939267948303,False
Col1a2,-312.1489082167766,-276.7926999577302,False
Col3a1,-287.26946254045225,-297.48547829425144,False
Col4a1,-288.597637458844,-261.3675178329674,False
Col4a2,-317.86586530770114,-310.89064259128645,False
Col4a3bp,-268.78200451335243,-257.18285094940956,False
Col4a5,-313.61418014710387,-265.4081897656133,False
Col4a6,-278.7584565758294,-279.91848490815966,False
Col5a1,-267.490343089627,-293.85667573384205,False
Col5a2,-280.6928560303433,-299.989010506483,False
Col6a1,-306.36845532928623,-273.77792370994564,False
Col6a2,-352.60730140304,-293.88025701060775,False
Col6a3,-299.0302870414029,-377.85252548067126,False
Colec12,-253.84406081122123,-276.17923622018174,False
Colgalt1,-264.60953995443066,-266.82998501506256,False
Commd1,-256.17908089540583,-233.38111660780817,False
Commd2,-286.8866191355465,-241.2383104950982,False
Commd3,-268.25033203656824,-242.63536402092694,False
Commd4,-291.8227351863693,-244.99636630461728,False
Commd6,-272.26433549211436,-260.1186404818218,False
Commd7,-296.4979248438636,-263.33879376186763,False
Commd8,-267.45379997788143,-257.90965987269783,False
Comt,-250.10342041940305,-249.92997638243207,False
Cop1,-246.44283356486875,-241.9113408894484,False
Copa,-244.56617279409917,-254.63683587861607,False
Copb1,-259.9352975854995,-265.3248894728233,False
Copb2,-267.59590918265974,-254.03290591678046,False
Cope,-252.0292052294342,-247.83533450038732,False
Copg1,-245.58973866362498,-244.29923036019136,False
Cops2,-246.8667127350728,-248.8068673037779,False
Cops3,-247.79706885434894,-261.85519708147945,False
Cops4,-261.377424406869,-262.7039562883424,False
Cops5,-248.12041030729685,-245.52343543613665,False
Cops6,-243.0554308163986,-253.6817478127797,False
Cops7a,-258.2620017900525,-273.29546357320595,False
Cops8,-254.29370421965797,-263.9726564306737,False
Cops9,-276.4595793280804,-244.25903513250321,False
Copz1,-261.3056984227365,-239.46247109455774,False
Copz2,-249.9867551111502,-252.63443251706838,False
Coq10b,-262.01757526948904,-276.9241658278921,True
Coq2,-254.66032942129618,-266.9652161575505,False
Coq7,-247.19886947536492,-257.6411615166095,False
Coq8a,-257.2612436203585,-265.3328884153868,False
Coro1c,-294.68776212440434,-262.3858396979476,False
Cox14,-250.18748400089703,-231.13264286169246,False
Cox16,-246.05147953686384,-255.56911373735213,False
Cox17,-281.8899535142527,-260.05443540185325,True
Cox19,-263.7517429179125,-260.15311313362906,False
Cox20,-286.8975995987408,-264.48859741380306,False
Cox4i1,-258.01856154688727,-277.6085381779873,False
Cox5a,-277.72814761376327,-275.34684444479024,False
Cox5b,-294.9214240396891,-271.9441111225714,False
Cox6a1,-273.40686184624786,-299.48253035220665,False
Cox6b1,-287.2168977477667,-271.77961913687756,False
Cox6c,-271.729722700883,-247.05657853734317,False
Cox7a2,-283.0451065444099,-267.49944794148155,False
Cox7a2l,-269.1757291710175,-254.19437368665655,False
Cox7b,-276.8705639771406,-258.0752851823324,False
Cox7c,-277.4014455715883,-268.88341425631745,False
Cox8a,-280.20830978484054,-256.32418167908816,False
Cpd,-269.5283383574475,-266.7426236824874,False
Cpe,-289.05824518503454,-308.01371181037484,False
Cpeb4,-274.0337725742819,-248.0415132398676,False
Cped1,-366.701104372641,-262.517196237549,True
Cpne2,-280.73049757303204,-250.29549374196884,False
Cpne3,-249.57768844610789,-256.167643251493,False
Cpq,-296.11896497364535,-266.98309361390307,False
Cpsf2,-260.13014136742424,-275.993474444084,False
Cpsf6,-268.316365963145,-277.61008313224215,False
Cr1l,-258.32621835192117,-240.81237853340093,False
Creb1,-256.9734556548069,-266.11871005005656,False
Creb3,-259.5042111336974,-269.58747634574655,False
Creb3l2,-278.20814288088917,-267.08691110568725,False
Creb5,-259.240028103286,-272.86013956420686,False
Crebbp,-272.5666106302322,-258.94911333706483,False
Crebrf,-257.2458976336686,-282.4664166356601,False
Creg1,-255.728147315324,-264.52264083316425,False
Creld1,-276.05185911535784,-254.61228851711786,False
Crim1,-288.9351661258888,-265.5001703246319,True
Crip1,-315.89300294396935,-279.244422662796,True
Crip2,-250.81296483339483,-253.73027749701555,False
Cript,-244.66145287239715,-247.0473380888979,False
Crispld2,-312.2178742197379,-331.26254147636786,True
Crk,-256.36608073996354,-277.0293597364889,False
Crlf2,-252.56222617537082,-322.4833554012598,False
Crnkl1,-272.3898757933848,-251.47215553990222,False
Crot,-289.1410860324753,-272.64947798512407,False
Crtap,-270.0855511838347,-291.3946106319933,False
Crtc3,-303.61905777276183,-297.6340998291011,False
Cryab,-264.38433531555927,-292.4080495323711,True
Crybg3,-386.3835621763457,-245.58559286736943,True
Cryzl1,-286.96140469352974,-255.11197834186058,False
